LOC_PSN_CONNECT,"Please connect to ""PlayStation Network"" to access this feature",Error
LOC_PSN_SIGN_IN,"You have been signed out of ""PlayStation Network"". Online features will not be available until you sign in.",Error
MENU_ARCADE_MODE,ARCADE MODE,街机模式
MENU_AUDIO_ANNOUNCER,ANNOUNCER: {0},旁白：{0}
MENU_AUDIO_MASTER_VOLUME,MASTER VOLUME: {0} %,主音量：{0} %
MENU_AUDIO_MUSIC_VOLUME,MUSIC VOLUME: {0} %,音乐音量：{0} %
MENU_BACK,BACK,返回
MENU_CLEAR_DATA_WARNING,Are you sure you want to clear the data ?,确定要清除数据吗？
MENU_CONTINUE_CAMPAIGN,CONTINUE CAMPAIGN,继续战役
MENU_CONTROLS_CLEAR,CLEAR,清除
MENU_CONTROLS_DASH,DASH: {0},冲刺：{0}
MENU_CONTROLS_DOWN,DOWN: {0},下：{0}
MENU_CONTROLS_FIRE,FIRE: {0},开火：{0}
MENU_CONTROLS_GAMEPAD,SETUP GAMEPAD,设置手柄
MENU_CONTROLS_GAMEPAD_1,SETUP GAMEPAD 1,设置手柄 1
MENU_CONTROLS_GAMEPAD_2,SETUP GAMEPAD 2,设置手柄 2
MENU_CONTROLS_GAMEPAD_3,SETUP GAMEPAD 3,设置手柄 3
MENU_CONTROLS_GAMEPAD_4,SETUP GAMEPAD 4,设置手柄 4
MENU_CONTROLS_GESTURE,GESTURE: {0},姿势：{0}
MENU_CONTROLS_HIGHFIVE,HIGH FIVE/MELEE/USE: {0},击掌、近战、使用：{0}
MENU_CONTROLS_JUMP,JUMP: {0},跳跃：{0}
MENU_CONTROLS_JUMP_KB,JUMP (CAN USE SAME KEY AS UP): {0},跳跃（可设为与上键相同）：{0}
MENU_CONTROLS_KEYBOARD_1,SETUP KEYBOARD 1,设置键盘 1
MENU_CONTROLS_KEYBOARD_2,SETUP KEYBOARD 2,设置键盘 2
MENU_CONTROLS_KEYBOARD_3,SETUP KEYBOARD 3,设置键盘 3
MENU_CONTROLS_KEYBOARD_4,SETUP KEYBOARD 4,设置键盘 4
MENU_CONTROLS_LEFT,LEFT: {0},左：{0}
MENU_CONTROLS_NONE,NONE,无
MENU_CONTROLS_PRESSKEY,PRESS KEY,按键
MENU_CONTROLS_RIGHT,RIGHT: {0},右：{0}
MENU_CONTROLS_SPECIAL,SPECIAL: {0},特殊：{0}
MENU_CONTROLS_START,PAUSE: {0},暂停：{0}
MENU_CONTROLS_UP,UP: {0},上：{0}
MENU_CUSTOM_GAME_ENTER_PASSWORD,Enter Password:,输入密码：
MENU_DIFFICULTY_HARD,HARD,困难
MENU_DIFFICULTY_NORMAL,NORMAL,普通
MENU_ENDGAME_PRESS,PRESS,按下
MENU_ENDGAME_TO_CONTINUE,TO CONTINUE, 继 续
MENU_EXPLANATION_ARCADE,PLAY THROUGH ALL THE LEVELS WITHOUT BEING BURDENED BY OUR OVERBEARING NARRATIVE!,直至通关都可以不用忍受我们傲慢的解说员！
MENU_EXPLANATION_HARD,HARD IS BRUTAL! WE RECOMMEND YOU TRY PLAYING ON NORMAL FIRST!,困难即残酷！我们推荐你先尝试普通难度！
MENU_EXPLANATION_HARD_IRONBRO,"IRONBRO ON HARD IS NOT EVEN REMOTELY FAIR AND WAS NOT DESIGNED TO BE BEATABLE.
PLAY AT YOUR OWN RISK!","硬汉+困难模式就是耍赖皮，它就不是按照可以通关的标准来设计的。
要玩的话后果自负！"
MENU_EXPLANATION_IRONBRO,EACH BRO CAN ONLY DIE ONCE! LOSE ALL BROS AND YOU LOSE! SINGLE PLAYER ONLY,每位兄贵只能死一次！死光了你就输了！仅限单人模式
MENU_EXPLANATION_IRONBRO_MOREUNLOCKS,You need to unlock more bros to unlock IRONBRO Mode!,你需要解锁更多的兄贵来开启硬汉模式！
MENU_EXPLANATION_IRONBRO_ONEMOREUNLOCK,UNLOCK ONE MORE BRO TO UNLOCK IRONBRO MODE!,只需解锁多一名兄贵就能开启硬汉模式！
MENU_HOST_GAME_PASSWORD,PASSWORD:,密码：
MENU_HOST_ONLINE_HOST,HOST!,做主机！
MENU_HOST_ONLINE_ID,ONLINE ID:,网络ID：
MENU_HOST_ONLINE_LIMIT,PLAYER LIMIT:,人数限制：
MENU_HOST_ONLINE_NAME,GAME NAME:,游戏名称：
MENU_HOST_ONLINE_NONAME,NO NAME,没有名称
MENU_HOST_ONLINE_PLAYER_NAME,Name:,名字：
MENU_HOST_ONLINE_PRIVATE,PRIVATE,私人
MENU_HOST_ONLINE_PUBLIC,PUBLIC,公开
MENU_HOST_ONLINE_TYPE,GAME TYPE,游戏类型
MENU_JOIN_ONLINE_CAUTION,"CAUTION, AREAS HAVE BEEN LIBERATED THAT YOU HAVE YET TO VISIT",注意，你还没去过的区域已经被解放了
MENU_JOIN_ONLINE_FAIL_TIMEOUT,"FAILED TO JOIN, CONNECTION TIMED OUT",连接超时，无法加入
MENU_JOIN_ONLINE_FAIL_UNRESPONSIVE,"FAILED TO JOIN, HOST UNRESPONSIVE",主机无响应，无法加入
MENU_JOIN_ONLINE_HEADER_GAME,GAME,游戏
MENU_JOIN_ONLINE_HEADER_HOST,HOST,主机
MENU_JOIN_ONLINE_HEADER_MAP,MAP,地图
MENU_JOIN_ONLINE_HEADER_MODE,MODE,模式
MENU_JOIN_ONLINE_HEADER_PROGRESS,PROGRESS,进度
MENU_JOIN_ONLINE_JOINING,JOINING,加入中
MENU_JOIN_ONLINE_NO_SAVE,CONTINUE WITHOUT SAVING,不保存继续
MENU_JOIN_ONLINE_OPEN_SLOTS,OPEN SLOTS,剩余位置
MENU_JOIN_ONLINE_OVERWRITE,OVERWRITE MY PROGRESS,覆盖我的进度
MENU_JOIN_ONLINE_REFRESH,REFRESH,刷新
MENU_JOIN_ONLINE_REFRESHING,REFRESHING,刷新中
MENU_JOIN_ONLINE_SORT_BY,SORT BY:,排序基准：
MENU_MAIN_CUSTOM_CAMPAIGN,CUSTOM CAMPAIGN ^,自定义战役
MENU_MAIN_CUSTOM_CAMPAIGN_HEADER,CUSTOM CAMPAIGN,自定义战役
MENU_MAIN_EXIT,EXIT,退出
MENU_MAIN_JOIN_ONLINE,JOIN ONLINE ^,参与网战
MENU_MAIN_LEVEL_EDITOR,LEVEL EDITOR,关卡编辑器
MENU_MAIN_OPTIONS,OPTIONS,选项
MENU_MAIN_START,START,开始
MENU_MAIN_VERSUS,VERSUS,对抗
MENU_MODE_IRONBRO,IRON BRO,硬汉模式
MENU_ONOFFLINE_ONLINE_NOT_SUP,ONLINE NOT SUPPORTED,不支持联网
MENU_ONOFFLINE_PLAY_OFFLINE,PLAY OFFLINE,离线游玩
MENU_ONOFFLINE_PLAY_ONLINE,HOST ONLINE,联网做主机
MENU_OPTIONS_AUDIO,AUDIO OPTIONS,音频选项
MENU_OPTIONS_CAMERA_SHAKE,CAMERA SHAKE: {0} %,屏幕震幅：{0} %
MENU_OPTIONS_CLEAR_ARCADE,CLEAR ARCADE PROGRESS,清除街机进度
MENU_OPTIONS_CLEAR_UNLOCKS,CLEAR UNLOCKS,清除解锁进度
MENU_OPTIONS_CONFIGURE_CONTROLS,CONFIGURE CONTROLS,设置控制器
MENU_OPTIONS_DISABLE_DAISYWHEEL,DAISY WHEEL: {0},摇杆键盘：{0}
MENU_OPTIONS_DISABLED,OFF,关
MENU_OPTIONS_ENABLED,ON,开
MENU_OPTIONS_FORCE_HARDMODE,FORCE HARD MODE IN CUSTOM LEVELS: {0},强制开启自定义关卡的困难模式：{0}
MENU_OPTIONS_FULLSCREEN,FULLSCREEN,全屏
MENU_OPTIONS_GERMAN_KEYBOARD,GERMAN KEY LAYOUT: {0},德国键盘布局：{0}
MENU_OPTIONS_GIF_SAVING,[CPU INTENSIVE] SAVE GIFS OF GAMEPLAY: {0},『处理器高耗』将游玩过程存为GIF图片：{0}
MENU_OPTIONS_PLAY_WITH_FNET,PLAY ONLINE WITH FNET: {0},在线游玩时连接监测网：{0}
MENU_OPTIONS_PLAYER_BUBBLES,ALWAYS SHOW PLAYER BUBBLES: {0},一直显示玩家的气泡语：{0}
MENU_OPTIONS_PLAYER_NAME,PLAYER NAME: {0},玩家名称：{0}
MENU_OPTIONS_POSTFX,POST FX: {0},后期特效：{0}
MENU_OPTIONS_QUALITY_HIGH,HIGH,高
MENU_OPTIONS_QUALITY_LOW,LOW,低
MENU_OPTIONS_QUALITY_OFF,OFF,关
MENU_OPTIONS_RESET_TO_DEFAULT,RESET TO DEFAULT,重置为默认
MENU_OPTIONS_RUMBLE,CONTROLLER RUMBLE: {0},手柄震动：{0}
MENU_OPTIONS_SET_RESOLUTION,SET RESOLUTION,设置分辨率
MENU_OPTIONS_VSYNC,VSYNC: {0},垂直同步：{0}
MENU_OVERWRITE_SAVE_DATA_NO,NO,否
MENU_OVERWRITE_SAVE_DATA_WARNING,"Continuing will overwrite current save data. 
Continue?","选择继续将会覆盖当前存档。
继续吗？"
MENU_OVERWRITE_SAVE_DATA_YES,YES,是
MENU_PAUSE_ARE_YOU_SURE,Are you sure?,你确定吗？
MENU_PAUSE_DROPOUT,DROP OUT,退出
MENU_PAUSE_INVITE_FRIEND,INVITE FRIEND,邀请朋友
MENU_PAUSE_KICK_PLAYER,KICK PLAYER,踢走玩家
MENU_PAUSE_RESTART_LEVEL,RESTART LEVEL,重开关卡
MENU_PAUSE_RESUME,RESUME GAME,恢复游戏
MENU_PAUSE_RETURN_TO_EDITING,RETURN TO EDITING,返回编辑
MENU_PAUSE_RETURN_TO_MAP,RETURN TO MAP,返回地图
MENU_PAUSE_RETURN_TO_MENU,RETURN TO MENU,返回菜单
MENU_SAVE_SLOT,SELECT A SAVE SLOT,选择存档位
MENU_SAVE_SLOT_EMPTY,EMPTY,空
MENU_SELECT_START_LEVEL,CONTINUE FROM LEVEL:,从该关卡继续：
MENU_START_CAMPAIGN,START NEW CAMPAIGN,开始新战役
MENU_START_IRONBRO,START NEW CAMPAIGN (IRONBRO MODE),开始新战役（硬汉模式）
MENU_VERSUS_DEATHMATCH,Default Deathmatch campaign,默认死斗战役
MENU_VERSUS_DEFAULT,Play default campaigns,游玩默认战役
MENU_VERSUS_PLAYLIST,Create playlist from local campaigns,从本地战役中创建关卡列表
MENU_VERSUS_RACE,Default Race Campaign,默认竞赛战役
MENU_VERSUS_WORKSHOP,Best of workshop rotation,最佳工坊轮作
PAUSE_MENU_LOST_PROGRESS_CONF,PROGRESS WILL BE LOST. ARE YOU SURE?,游戏进度将会丢失。你确定吗？
PLAYER_COLOR_BLUE,<color=#0089ff>Blue</color>,<color=#0089ff>蓝色</color>
PLAYER_COLOR_ORANGE,<color=#ff6c00>Orange</color>,<color=#ff6c00>橙色</color>
PLAYER_COLOR_PURPLE,<color=#8845e0>Purple</color>,<color=#8845e0>紫色</color>
PLAYER_COLOR_RED,<color=#f00>Red</color>,<color=#f00>红色</color>
PRESENCE_ARCADE,ARCADE MODE: LEVEL - ,街机模式：关卡 - 
PRESENCE_CAMPAIGN,CAMPAIGN MISSION: ,战役任务：
PRESENCE_COVERT,ON A COVERT OPERATION,正执行隐蔽行动
PRESENCE_DEATHMATCH,DEATHMATCH,死斗
PRESENCE_PLAYING,PLAYING BROFORCE,正在玩兄贵军团
PRESENCE_SEARCHING,SEARCHING FOR ENEMIES,寻找敌人中
PRESENCE_WAITING,WAITING FOR BROS,等待兄贵中
READY,READY,准备
RESULT_BRODOWN_PLAYERS,PLAYERS IN BRODOWN:,进行兄贵赛的玩家：
RESULT_BROTALITY_SCORE,Brotality Score,最终兄贵得分
RESULT_BROTEAM_FAIL,BRO TEAM FAIL!,兄贵团战败！
RESULT_DRAW,DRAW!,平局！
RESULT_FASTER_THAN,FASTER THAN {0},比 {0} 更快
RESULT_MISSION_FAILED,MISSION FAILED,任务失败
RESULT_PLAYER_WINS,PLAYER {0} WINS!,玩家 {0} 获得胜利！
RESULT_PLAYER_WINS_MATCH,PLAYER {0} WINS THE MATCH!,玩家 {0} 赢得死斗！
RESULT_PLAYER_WINS_RACE,PLAYER {0} WINS THE RACE!,玩家 {0} 赢得竞赛！
RESULT_PLAYER_WINS_ROUND,PLAYER {0} WINS THE ROUND!,玩家 {0} 获得此轮胜利！
RESULT_STEALTH,STEALTH,干得不错
RESULT_TIED,TIED!,平局！
RESULT_TIED_BRODOWN,TIED! PREPARE FOR BRODOWN!,平局！为兄贵赛做好准备！
RESULT_TOP,TOP {0},第{0}名
RESULT_UNLOCK_BROS_0,MORE,次
RESULT_UNLOCK_BROS_1_A,RESCUE,救 援 后 可 以
RESULT_UNLOCK_BROS_1_B,RESCUES,救 援 后 可 以
RESULT_UNLOCK_BROS_2,"UNTIL
NEXT UNLOCK!","
解 锁 下 个 项 目！"
RESULT_WINS_INAROW,{0} WINS IN A ROW!,{0} 连续获胜！
STEAM_WORKSHOP_AUTHOR,Author,作者
STEAM_WORKSHOP_CHALLENGE,Challenge,挑战
STEAM_WORKSHOP_DIFFICULTY,Difficulty,难度
STEAM_WORKSHOP_EXPERIMENTAL,Experimental,实验
STEAM_WORKSHOP_FRIENDS,Friends,朋友
STEAM_WORKSHOP_GAMEPLAY,Gameplay,可玩
STEAM_WORKSHOP_MAP,Map,地图
STEAM_WORKSHOP_MAPDETAILS,Map Details,地图详情
STEAM_WORKSHOP_NEW,New,最新
STEAM_WORKSHOP_OFFLINE,Offline,离线
STEAM_WORKSHOP_PUZZLE,Puzzle,谜题
STEAM_WORKSHOP_RATING,Rating,评分
STEAM_WORKSHOP_SEARCH,Search,查找
STEAM_WORKSHOP_STANDARD,Standard,标准
STEAM_WORKSHOP_STORY,Story,故事
STEAM_WORKSHOP_SUBSCRIBED,Subscribed,已订阅
STEAM_WORKSHOP_TRANDING,Best Trending,最热门
STEAM_WORKSHOP_WWB,WWB,全球最佳
TERROR_METER,TERROR METER,恐怖值
THREAT_LEVEL,THREAT LEVEL,威胁等级
VERSUS_DEATHMATCH,DEATHMATCH,死斗
VERSUS_DEATHMATCH_TITLE,DEATHMATCH,死斗
VERSUS_RACE,RACE,竞赛
VERSUS_RACE_TITLE,RACE,竞赛
VERSUS_SELECTYOURBRO,SELECT YOUR BRO,选择你的兄贵
WORLD_COLOR_AMAZON,<color=#8845e0>Elderberry</color>,<color=#8845e0>接骨木果色</color>
WORLD_COLOR_AMMOCHALLENGE,<color=#ff6c00>Orange</color>,<color=#ff6c00>橙色</color>
WORLD_COLOR_BOMBARDCHALLENGE,<color=#ff6c00>Marmalade</color>,<color=#ff6c00>橘子果酱色</color>
WORLD_COLOR_CAMBODIA,<color=#ffe400>Yellow</color>,<color=#ffe400>黄色</color>
WORLD_COLOR_CONGO,<color=#8845e0>Ultraviolet</color>,<color=#8845e0>深紫色</color>
WORLD_COLOR_DASHCHALLENGE,<color=#ff6c00>Apricot</color>,<color=#ff6c00>杏黄色</color>
WORLD_COLOR_ELLENCHALLENGE,<color=#ff6c00>Cheddar</color>,<color=#ff6c00>切达奶酪色</color>
WORLD_COLOR_HAWAII,<color=#8845e0>Eggplant</color>,<color=#8845e0>茄子色</color>
WORLD_COLOR_HELL,<color=#f00>Infinite</color>,<color=#f00>无限色</color>
WORLD_COLOR_HONGKONG,<color=#f00>Red</color>,<color=#f00>红色</color>
WORLD_COLOR_INDIA,<color=#eb133e>Crimson</color>,<color=#eb133e>深红色</color>
WORLD_COLOR_INDONESIA,<color=#ffbb00>Amber</color>,<color=#ffbb00>琥珀色</color>
WORLD_COLOR_KAZAKHSTAN,<color=#c00030>Burgundy</color>,<color=#c00030>紫红色</color>
WORLD_COLOR_MACBROVERCHALLENGE,<color=#ff6c00>Tangerine</color>,<color=#ff6c00>橘红色</color>
WORLD_COLOR_MECHCHALLENGE,<color=#ff6c00>Cantaloupe</color>,<color=#ff6c00>哈密瓜色</color>
WORLD_COLOR_NEWGUINEA,<color=#b1001d>Cherry</color>,<color=#b1001d>樱桃色</color>
WORLD_COLOR_PANAMA,<color=#8845e0>Purple</color>,<color=#8845e0>紫色</color>
WORLD_COLOR_PHILIPPINES,<color=#9b111e>Ruby</color>,<color=#9b111e>红宝石色</color>
WORLD_COLOR_SOUTHKOREA,<color=#bf0002>Maroon</color>,<color=#bf0002>褐红色</color>
WORLD_COLOR_TIMEBROCHALLENGE,<color=#ff6c00>Yam</color>,<color=#ff6c00>番薯色</color>
WORLD_COLOR_UKRAINE,<color=#ff717e>Salmon</color>,<color=#ff717e>鲑鱼色</color>
WORLD_COLOR_VIETNAM,<color=#0089ff>Blue</color>,<color=#0089ff>蓝色</color>
WORLD_DESCRIPT_AMAZON,This is the <color=#900>Amazone</color>. Extraterrestrial extremists have been sighted in the deep forests! <color=#900><i>Terrestrialize them!</i></color>,这里是<color=#900>亚马戎</color>。据目击情报称森林深处有外星极端分子出没！<color=#900><i>将他们化为地球的尘土吧！</i></color>
WORLD_DESCRIPT_AMMOCHALLENGE,This is a <COLOR=#990000>Covert Operation</COLOR>. A lone bro must <COLOR=#ff6c00>recapture</COLOR> the supply drops that have fallen into terrorist hands.,这是一次<COLOR=#990000>隐秘行动</COLOR>。一名孤胆兄贵必须<COLOR=#ff6c00>夺回</COLOR>落入恐怖分子之手的空投补给品。
WORLD_DESCRIPT_BOMBARDCHALLENGE,This is a <COLOR=#990000>Covert Operation</COLOR>. A lone bro must <COLOR=#ff6c00>survive</COLOR> the terrorist bombardment and <COLOR=#ff6c00>assassinate</COLOR> their leader. ,这是一次<COLOR=#990000>隐秘行动</COLOR>。一名孤胆兄贵必须在恐怖分子的轰炸中<COLOR=#ff6c00>存活</COLOR>下来并<COLOR=#ff6c00>暗杀</COLOR>他们的头领。
WORLD_DESCRIPT_CAMBODIA,This is <color=#900>Cambodium</color> - soon to be Cam<i>BRO</i>dium. <color=#900><i>Get to work!</i></color>,这里是<color=#900>简谱寨</color>——很快就会变为<i>兄贵</i>寨。<color=#900><i>开工了！</i></color>
WORLD_DESCRIPT_CONGO,The mysterious land of <color=#900>Afreeka</color> has reported sightings of extra-terrestrial illegal aliens. <color=#900><i>Freedominate them!</i></color>,据目击情报称在<color=#900>绯洲</color>的神秘大陆上有非法外星人存在。<color=#900><i>解决他们！</i></color>
